crime_id,city,crime_type,date_time,latitude,longitude,location_desc,police_zone
42,Hyderabad,Vandalism,2023-05-01 12:00:00,17.397466025669434,78.50426719688315,Market,Zone 3
43,Mumbai,Robbery,2023-10-21 13:00:00,19.063567167526468,72.88767059416163,Home,Zone 4
44,Hyderabad,Assault,2023-09-02 16:00:00,17.37845240683144,78.4887975061765,Mall,Zone 1
45,Pune,Burglary,2023-04-18 16:00:00,18.52155031465776,73.85539027554067,Office Zone,Zone 3
46,Lucknow,Assault,2023-01-19 16:00:00,26.839411724074687,80.95955052660419,Street,Zone 3
47,Delhi,Theft,2023-02-15 10:00:00,28.69461572495609,77.09331225878358,Office Zone,Zone 4
48,Delhi,Burglary,2023-09-21 01:00:00,28.696418990067443,77.08708259972505,Highway,Zone 2
49,Delhi,Vandalism,2023-06-21 02:00:00,28.700140599850034,77.089636856152,School Area,Zone 3
50,Delhi,Kidnapping,2023-01-27 08:00:00,28.70111408447332,77.09689286309639,Highway,Zone 1
51,Kolkata,Burglary,2023-06-08 01:00:00,22.57687114733008,88.37533289137674,Home,Zone 1
52,Kolkata,Fraud,2023-09-16 22:00:00,22.566425878520015,88.34834706776402,Market,Zone 3
53,Jaipur,Assault,2023-05-26 17:00:00,26.923300179100835,75.80060838249585,School Area,Zone 2
54,Hyderabad,Theft,2023-10-08 14:00:00,17.371195292670883,78.50643571284041,Mall,Zone 1
55,Bengaluru,Fraud,2023-11-13 20:00:00,12.988660609362656,77.58642383572439,Market,Zone 3
56,Ahmedabad,Burglary,2023-06-13 21:00:00,23.008620941401198,72.56584775949275,Public Transport,Zone 1
57,Jaipur,Fraud,2023-05-10 00:00:00,26.899449098252923,75.77954051972422,Office Zone,Zone 2
58,Bengaluru,Assault,2023-07-01 04:00:00,12.984715026276092,77.58372877118502,Highway,Zone 3
59,Ahmedabad,Burglary,2023-09-30 08:00:00,23.007200975861824,72.574978411794,Office Zone,Zone 2
60,Ahmedabad,Kidnapping,2023-08-24 14:00:00,23.029025718155022,72.57755377653517,Market,Zone 3
61,Mumbai,Assault,2023-07-26 09:00:00,19.088727174425742,72.89531610322159,Public Transport,Zone 2
62,Ahmedabad,Robbery,2023-08-07 17:00:00,23.032494529190956,72.55525453558812,School Area,Zone 3
63,Chennai,Cyber Crime,2023-04-04 08:00:00,13.07541265994383,80.2894088290043,Home,Zone 4
64,Jaipur,Kidnapping,2023-06-18 05:00:00,26.931111793060012,75.7829973650884,School Area,Zone 1
65,Mumbai,Vandalism,2023-03-21 16:00:00,19.089888710031413,72.8958801643863,School Area,Zone 3
66,Jaipur,Cyber Crime,2023-07-25 03:00:00,26.93117436836893,75.79885030481321,Public Transport,Zone 1
67,Delhi,Vandalism,2023-05-10 18:00:00,28.696476696749684,77.12139499715315,Mall,Zone 2
68,Mumbai,Vandalism,2023-03-10 03:00:00,19.095216513387957,72.88407917455092,Street,Zone 1
69,Chennai,Robbery,2023-09-28 08:00:00,13.071412678826354,80.25267011373933,School Area,Zone 4
70,Chennai,Cyber Crime,2023-01-04 20:00:00,13.073523813958662,80.28161170891475,Street,Zone 2
71,Pune,Fraud,2023-08-08 15:00:00,18.512890560510733,73.87480667808862,Highway,Zone 1
72,Pune,Burglary,2023-02-10 18:00:00,18.52528310678637,73.85632557156617,Public Transport,Zone 2
73,Ahmedabad,Robbery,2023-04-07 13:00:00,23.016946597430337,72.56712759985544,Office Zone,Zone 1
74,Bengaluru,Assault,2023-10-29 13:00:00,12.95352309561454,77.59112678144662,Highway,Zone 2
75,Kolkata,Assault,2023-11-27 16:00:00,22.592487688445914,88.36105007070262,Home,Zone 1
76,Mumbai,Theft,2023-11-23 19:00:00,19.09325585169746,72.85894092300781,Public Transport,Zone 2
77,Hyderabad,Theft,2023-02-07 10:00:00,17.370022851046233,78.48366399311385,Market,Zone 3
78,Ahmedabad,Kidnapping,2023-09-03 13:00:00,23.023131407730308,72.58043711672961,Home,Zone 3
79,Mumbai,Vandalism,2023-02-12 08:00:00,19.088344921770858,72.89650151437104,Home,Zone 2
80,Mumbai,Kidnapping,2023-10-30 20:00:00,19.06448746133236,72.89282813525425,Office Zone,Zone 4
81,Mumbai,Vandalism,2023-07-31 08:00:00,19.068648987568746,72.8876204219586,Street,Zone 1
82,Ahmedabad,Vandalism,2023-06-18 07:00:00,23.020836340537244,72.57156128356267,Home,Zone 2
83,Delhi,Theft,2023-06-26 02:00:00,28.70919991133289,77.09244996277722,Market,Zone 3
84,Bengaluru,Theft,2023-11-06 12:00:00,12.966045437058247,77.58989874288348,Mall,Zone 1
85,Hyderabad,Theft,2023-10-31 15:00:00,17.394169128716655,78.49793605798723,Street,Zone 2
86,Bengaluru,Cyber Crime,2023-11-10 03:00:00,12.983515468354115,77.58083719636022,Home,Zone 1
87,Mumbai,Kidnapping,2023-02-03 05:00:00,19.058013905045108,72.88922122011941,Market,Zone 3
88,Kolkata,Kidnapping,2023-05-03 20:00:00,22.575592036896808,88.38156353089565,Mall,Zone 2
89,Mumbai,Cyber Crime,2023-07-28 23:00:00,19.062674415179433,72.86889777406194,Public Transport,Zone 1
90,Mumbai,Assault,2023-04-16 08:00:00,19.08112824332047,72.87156807955468,Market,Zone 2
91,Jaipur,Theft,2023-12-14 01:00:00,26.900738227510164,75.79926390780838,Market,Zone 1
92,Pune,Fraud,2023-12-08 10:00:00,18.51624875049463,73.87439726911633,Highway,Zone 2
93,Jaipur,Fraud,2023-07-29 06:00:00,26.893309139845815,75.7923054292505,Office Zone,Zone 3
94,Bengaluru,Kidnapping,2023-04-16 06:00:00,12.987408924331763,77.58267039806472,Street,Zone 2
95,Lucknow,Fraud,2023-09-05 11:00:00,26.845821985718135,80.9422820981847,Public Transport,Zone 1
96,Kolkata,Kidnapping,2023-11-17 04:00:00,22.583644696693884,88.348699554309,School Area,Zone 1
97,Delhi,Robbery,2023-10-02 15:00:00,28.715208805631317,77.12030624003499,Office Zone,Zone 2
98,Lucknow,Burglary,2023-11-29 19:00:00,26.857807724531472,80.92837642820032,Office Zone,Zone 4
99,Delhi,Burglary,2023-03-09 10:00:00,28.695958842137518,77.09469941910838,Public Transport,Zone 4
100,Pune,Fraud,2023-04-22 04:00:00,18.517820214322406,73.84454267890092,Home,Zone 3
101,Pune,Theft,2023-08-29 20:00:00,18.5071920646085,73.84010730354979,Street,Zone 2
102,Bengaluru,Cyber Crime,2023-03-05 23:00:00,12.957374429776765,77.60080052323741,School Area,Zone 2
103,Pune,Theft,2023-02-08 09:00:00,18.529694248950634,73.83868208949627,Office Zone,Zone 2
104,Pune,Theft,2023-03-04 00:00:00,18.533301363443687,73.86130251562432,Mall,Zone 1
105,Kolkata,Robbery,2023-08-16 14:00:00,22.552632294940317,88.34744439334911,Street,Zone 3
106,Hyderabad,Theft,2023-03-30 07:00:00,17.367131915617886,78.50001266794946,School Area,Zone 4
107,Delhi,Fraud,2023-08-07 22:00:00,28.70391656088557,77.09347461640604,Public Transport,Zone 4
108,Jaipur,Assault,2023-04-01 19:00:00,26.913398503699575,75.78438104416377,Market,Zone 4
109,Mumbai,Burglary,2023-01-10 23:00:00,19.06355773341835,72.85914821256888,Office Zone,Zone 4
110,Jaipur,Cyber Crime,2023-02-27 00:00:00,26.9154579678099,75.79501374197785,Market,Zone 1
111,Hyderabad,Robbery,2023-07-19 15:00:00,17.370052717962885,78.48081481983793,School Area,Zone 3
112,Delhi,Kidnapping,2023-11-23 11:00:00,28.720424834799122,77.09002319666095,School Area,Zone 2
113,Jaipur,Theft,2023-03-13 04:00:00,26.907188971350482,75.80305431609729,Office Zone,Zone 4
114,Ahmedabad,Assault,2023-11-12 09:00:00,23.038693798004513,72.56415040899543,Public Transport,Zone 2
115,Pune,Burglary,2023-08-12 23:00:00,18.509602015309394,73.87065774082865,Highway,Zone 1
116,Lucknow,Vandalism,2023-08-18 19:00:00,26.84178506231442,80.96310305858876,School Area,Zone 4
117,Mumbai,Vandalism,2023-01-04 16:00:00,19.056750599438146,72.88988494195821,Market,Zone 1
118,Pune,Fraud,2023-08-10 15:00:00,18.510504997210724,73.86274926997824,Home,Zone 4
119,Pune,Vandalism,2023-01-17 19:00:00,18.54018306379805,73.84226101759404,Market,Zone 3
120,Jaipur,Kidnapping,2023-11-11 08:00:00,26.910029858622035,75.77635806218994,Public Transport,Zone 1
121,Chennai,Theft,2023-04-18 06:00:00,13.08221361894491,80.27749172283664,Market,Zone 3
122,Pune,Assault,2023-07-16 01:00:00,18.520003398692772,73.84922344026646,Highway,Zone 2
123,Bengaluru,Cyber Crime,2023-01-23 08:00:00,12.954340449121947,77.57991599365035,Street,Zone 4
124,Hyderabad,Fraud,2023-02-28 08:00:00,17.4030588588467,78.48243354455691,Highway,Zone 3
125,Ahmedabad,Kidnapping,2023-04-02 15:00:00,23.015757537208252,72.56136071121595,Office Zone,Zone 3
126,Pune,Robbery,2023-11-03 13:00:00,18.52995053850844,73.86036764235133,Market,Zone 1
127,Lucknow,Robbery,2023-03-22 07:00:00,26.830554055372726,80.95987725691603,Public Transport,Zone 2
128,Jaipur,Fraud,2023-04-25 13:00:00,26.895105869365374,75.8069329332785,Mall,Zone 4
129,Chennai,Robbery,2023-07-04 17:00:00,13.082243671594798,80.26582761524664,Office Zone,Zone 4
130,Hyderabad,Vandalism,2023-03-27 19:00:00,17.402240358046715,78.47247763564181,Public Transport,Zone 1
131,Kolkata,Robbery,2023-10-28 13:00:00,22.577347306691028,88.35530974638985,Market,Zone 3
132,Kolkata,Theft,2023-02-02 04:00:00,22.58206131687842,88.34838491104755,Market,Zone 3
133,Kolkata,Burglary,2023-03-17 09:00:00,22.560938684892704,88.38262313515875,Market,Zone 3
134,Delhi,Robbery,2023-11-03 01:00:00,28.709797116154885,77.12219223952529,Office Zone,Zone 1
135,Lucknow,Burglary,2023-09-10 20:00:00,26.84113508783245,80.95071848229712,Home,Zone 2
136,Bengaluru,Cyber Crime,2023-03-17 10:00:00,12.957893984466542,77.60030190370203,Home,Zone 1
137,Hyderabad,Assault,2023-05-03 07:00:00,17.386561773677297,78.49287860627601,Public Transport,Zone 2
138,Chennai,Cyber Crime,2023-01-20 05:00:00,13.077847533061927,80.28522482649092,Market,Zone 4
139,Kolkata,Burglary,2023-11-19 00:00:00,22.578219667407488,88.38315425860488,Highway,Zone 3
140,Jaipur,Assault,2023-03-06 10:00:00,26.93126752191505,75.78751150361921,Public Transport,Zone 2
141,Jaipur,Fraud,2023-02-15 14:00:00,26.892663195311275,75.78226703611888,Street,Zone 3
142,Kolkata,Vandalism,2023-03-17 09:00:00,22.573173418463504,88.35067913514473,School Area,Zone 1
143,Bengaluru,Cyber Crime,2023-08-14 13:00:00,12.973572605396582,77.60008908504224,Home,Zone 1
144,Jaipur,Burglary,2023-08-06 02:00:00,26.9244360557465,75.80086969849422,Highway,Zone 3
145,Ahmedabad,Robbery,2023-02-11 17:00:00,23.00964921664733,72.58336915102593,Office Zone,Zone 3
146,Chennai,Assault,2023-08-11 09:00:00,13.098785704375237,80.27646995729866,Highway,Zone 1
147,Ahmedabad,Theft,2023-12-02 13:00:00,23.014785000590514,72.57858347961009,Market,Zone 1
148,Chennai,Robbery,2023-07-14 19:00:00,13.077940418920528,80.2810718161134,Market,Zone 3
149,Delhi,Theft,2023-09-09 03:00:00,28.687322077322328,77.12152276717234,School Area,Zone 4
150,Hyderabad,Assault,2023-06-26 17:00:00,17.36525162416875,78.50163816514075,Street,Zone 2
151,Chennai,Vandalism,2023-02-07 23:00:00,13.084755046225846,80.27427986044195,School Area,Zone 4
152,Bengaluru,Kidnapping,2023-06-22 03:00:00,12.957748898109907,77.59369293403984,Street,Zone 1
153,Mumbai,Assault,2023-10-03 01:00:00,19.081060855561823,72.86298568583369,Market,Zone 1
154,Lucknow,Vandalism,2023-01-27 15:00:00,26.8507375140807,80.94891456154804,Market,Zone 3
155,Jaipur,Fraud,2023-03-07 00:00:00,26.89431826569319,75.79261020683342,Market,Zone 4
156,Chennai,Vandalism,2023-12-12 18:00:00,13.094975109100965,80.27218493126493,Market,Zone 3
157,Delhi,Robbery,2023-05-28 16:00:00,28.69241244847196,77.09072877553106,School Area,Zone 3
158,Ahmedabad,Assault,2023-09-24 11:00:00,23.006113258958866,72.5720198423413,Public Transport,Zone 1
159,Mumbai,Theft,2023-10-02 02:00:00,19.093648469484613,72.87007232236405,Market,Zone 1
160,Lucknow,Kidnapping,2023-12-09 21:00:00,26.83199171771189,80.94790020492678,Highway,Zone 3
161,Lucknow,Vandalism,2023-05-01 13:00:00,26.853858455293647,80.95164504430133,Office Zone,Zone 1
162,Mumbai,Vandalism,2023-02-05 13:00:00,19.06661896167788,72.86587336435247,School Area,Zone 2
163,Ahmedabad,Cyber Crime,2023-03-15 01:00:00,23.02143116100077,72.58734845172293,Office Zone,Zone 2
164,Jaipur,Robbery,2023-01-30 09:00:00,26.921317455205102,75.79658225935017,Highway,Zone 4
165,Ahmedabad,Theft,2023-06-12 19:00:00,23.02592891127513,72.56681172427145,School Area,Zone 3
166,Ahmedabad,Assault,2023-09-18 08:00:00,23.033206446504813,72.56801560422414,Mall,Zone 1
167,Delhi,Theft,2023-07-31 14:00:00,28.706468170255366,77.09611477745067,Office Zone,Zone 3
168,Chennai,Robbery,2023-01-08 14:00:00,13.09519712886752,80.26202621299028,Public Transport,Zone 4
169,Bengaluru,Kidnapping,2023-04-02 04:00:00,12.971794607513141,77.59961227287421,Market,Zone 3
170,Jaipur,Robbery,2023-09-19 09:00:00,26.919886912263294,75.7902082992254,Street,Zone 2
171,Ahmedabad,Robbery,2023-02-28 03:00:00,23.020184481259356,72.56135054797802,Public Transport,Zone 3
172,Chennai,Burglary,2023-01-18 06:00:00,13.081180973751296,80.26672358956313,Street,Zone 3
173,Pune,Burglary,2023-08-25 21:00:00,18.537983272512697,73.85253565167487,Mall,Zone 4
174,Pune,Theft,2023-11-30 05:00:00,18.53858584291669,73.85889268933074,Public Transport,Zone 3
175,Pune,Theft,2023-10-07 12:00:00,18.522109652297825,73.86749555804373,Public Transport,Zone 3
176,Mumbai,Fraud,2023-02-24 13:00:00,19.07534114972858,72.8705508342072,Highway,Zone 2
177,Ahmedabad,Theft,2023-02-24 09:00:00,23.015409009218878,72.56725018752921,Home,Zone 2
178,Delhi,Burglary,2023-05-03 05:00:00,28.707725331545607,77.09903985300737,Highway,Zone 4
179,Pune,Vandalism,2023-11-29 23:00:00,18.511842788836194,73.8596401477495,Home,Zone 2
180,Lucknow,Cyber Crime,2023-09-17 07:00:00,26.844917371595457,80.92815527862372,Mall,Zone 2
181,Pune,Robbery,2023-10-08 10:00:00,18.520145574283923,73.857060983385,Highway,Zone 1
182,Mumbai,Fraud,2023-08-01 14:00:00,19.08322668518875,72.8808764067221,School Area,Zone 4
183,Kolkata,Vandalism,2023-07-04 04:00:00,22.554911257160008,88.36366194471452,Home,Zone 1
184,Chennai,Cyber Crime,2023-08-12 10:00:00,13.099262818105558,80.2655422174357,Office Zone,Zone 1
185,Mumbai,Fraud,2023-07-22 05:00:00,19.077597488937254,72.87437717020686,Highway,Zone 2
186,Kolkata,Theft,2023-08-23 23:00:00,22.592131003829618,88.38357477599915,Highway,Zone 1
187,Hyderabad,Cyber Crime,2023-07-08 13:00:00,17.393011817380785,78.46755006989765,Mall,Zone 4
188,Pune,Vandalism,2023-12-17 10:00:00,18.52884740125828,73.87646596808551,Home,Zone 2
189,Jaipur,Fraud,2023-02-27 03:00:00,26.92646761627164,75.80638467187119,Market,Zone 2
190,Pune,Vandalism,2023-07-24 21:00:00,18.524763522697086,73.86220644476622,Mall,Zone 3
191,Bengaluru,Robbery,2023-09-24 14:00:00,12.955187826866773,77.61378785743325,Home,Zone 1
192,Kolkata,Kidnapping,2023-04-29 19:00:00,22.591424311174265,88.35958425919166,Market,Zone 4
193,Ahmedabad,Vandalism,2023-06-08 13:00:00,23.00344080834629,72.56369318446411,School Area,Zone 3
194,Jaipur,Robbery,2023-03-22 17:00:00,26.89933904766275,75.76920776862866,Office Zone,Zone 3
195,Mumbai,Burglary,2023-01-16 22:00:00,19.07489007322273,72.8805880617262,Street,Zone 1
196,Delhi,Fraud,2023-09-15 13:00:00,28.709047711748582,77.11502634444433,Market,Zone 1
197,Pune,Kidnapping,2023-06-11 22:00:00,18.50102880383786,73.85524432965443,Highway,Zone 3
198,Lucknow,Kidnapping,2023-01-23 17:00:00,26.839304094353025,80.93235844970891,Market,Zone 3
199,Kolkata,Burglary,2023-04-23 10:00:00,22.585829089689405,88.37071199030014,Public Transport,Zone 3
200,Chennai,Burglary,2023-05-17 09:00:00,13.094989182713864,80.26599705271244,Street,Zone 4
201,Chennai,Cyber Crime,2023-10-20 17:00:00,13.096960929349715,80.27915611831946,Public Transport,Zone 3
202,Kolkata,Burglary,2023-02-09 17:00:00,22.553758070632593,88.34937215326771,School Area,Zone 1
203,Mumbai,Kidnapping,2023-05-27 22:00:00,19.071984339190852,72.86237751568608,Market,Zone 4
204,Delhi,Robbery,2023-05-29 13:00:00,28.70888762555826,77.10607810955962,Home,Zone 1
205,Jaipur,Burglary,2023-08-12 05:00:00,26.910462455590274,75.77560155082033,Office Zone,Zone 2
206,Delhi,Kidnapping,2023-07-05 15:00:00,28.700224455239187,77.08863845243839,Home,Zone 2
207,Bengaluru,Fraud,2023-04-29 06:00:00,12.953653611931216,77.59518931271718,School Area,Zone 1
208,Lucknow,Vandalism,2023-06-19 10:00:00,26.839731073137884,80.9576254996673,Market,Zone 4
209,Pune,Robbery,2023-02-06 16:00:00,18.502524137483434,73.8652464533713,Home,Zone 2
210,Hyderabad,Robbery,2023-01-30 09:00:00,17.39910694820409,78.50240034422944,Street,Zone 2
211,Ahmedabad,Assault,2023-01-09 09:00:00,23.034823507771602,72.57354128441845,School Area,Zone 3
212,Pune,Fraud,2023-09-27 20:00:00,18.532030270191523,73.87342760046442,Office Zone,Zone 1
213,Hyderabad,Assault,2023-01-19 00:00:00,17.376507283854874,78.46911766839509,Home,Zone 4
214,Pune,Burglary,2023-02-26 08:00:00,18.512520681305634,73.85601514078776,Office Zone,Zone 1
215,Mumbai,Robbery,2023-03-10 00:00:00,19.069739121153734,72.88149230382622,School Area,Zone 4
216,Delhi,Vandalism,2023-10-31 03:00:00,28.686383221723702,77.0924160480969,Highway,Zone 4
217,Hyderabad,Assault,2023-10-28 11:00:00,17.402198751175295,78.4736903142711,Home,Zone 4
218,Lucknow,Fraud,2023-11-06 20:00:00,26.83242735944772,80.94178308141719,Public Transport,Zone 4
219,Mumbai,Burglary,2023-08-14 02:00:00,19.092119785321287,72.86234485424701,Market,Zone 4
220,Ahmedabad,Assault,2023-12-17 00:00:00,23.008867306083914,72.57115083536921,School Area,Zone 4
221,Chennai,Assault,2023-04-08 17:00:00,13.10156589023022,80.28092263932967,Highway,Zone 4
222,Delhi,Burglary,2023-10-14 16:00:00,28.718412728806875,77.11100523125467,Home,Zone 4
223,Delhi,Cyber Crime,2023-09-23 23:00:00,28.708580234400902,77.08404119084358,Market,Zone 4
224,Mumbai,Kidnapping,2023-07-10 03:00:00,19.062240895791298,72.886902092992,Office Zone,Zone 4
225,Jaipur,Cyber Crime,2023-08-22 02:00:00,26.92247191090313,75.7870854287184,Street,Zone 3
226,Ahmedabad,Theft,2023-10-08 01:00:00,23.03829190863746,72.55339880406811,Market,Zone 4
227,Ahmedabad,Burglary,2023-10-04 17:00:00,23.014227040387826,72.57013639563736,Public Transport,Zone 4
228,Chennai,Robbery,2023-09-11 21:00:00,13.079336999253877,80.25264765061912,Street,Zone 4
229,Hyderabad,Theft,2023-04-19 00:00:00,17.399423133464087,78.4951509145611,Home,Zone 4
230,Lucknow,Burglary,2023-06-25 14:00:00,26.835796060543494,80.95040461414094,Highway,Zone 1
231,Delhi,Vandalism,2023-01-10 12:00:00,28.714051834403428,77.10849985656871,Market,Zone 1
232,Lucknow,Fraud,2023-09-16 22:00:00,26.828087097910615,80.95097227546431,School Area,Zone 4
233,Pune,Theft,2023-12-01 09:00:00,18.531301957488417,73.8557429017163,Mall,Zone 2
234,Kolkata,Fraud,2023-05-02 01:00:00,22.579962392948854,88.36367386964714,Home,Zone 2
235,Ahmedabad,Theft,2023-09-06 02:00:00,23.00582521744718,72.55189953059771,Highway,Zone 1
236,Chennai,Cyber Crime,2023-12-01 19:00:00,13.091784394832302,80.25099803215474,Home,Zone 2
237,Chennai,Assault,2023-06-06 07:00:00,13.095592099871006,80.25352411604308,School Area,Zone 3
238,Bengaluru,Theft,2023-11-30 12:00:00,12.98860239452457,77.61055354974592,Public Transport,Zone 4
239,Pune,Burglary,2023-06-06 10:00:00,18.533692024904948,73.85307898859246,Mall,Zone 3
240,Ahmedabad,Vandalism,2023-01-10 01:00:00,23.03837992264068,72.58902771578481,Office Zone,Zone 2
241,Jaipur,Burglary,2023-12-04 10:00:00,26.899063826223088,75.79740835440495,Street,Zone 4
242,Delhi,Kidnapping,2023-08-23 17:00:00,28.722042432341237,77.09270423179129,Street,Zone 3
243,Lucknow,Robbery,2023-03-06 19:00:00,26.85021408979398,80.94720128598364,Street,Zone 3
244,Mumbai,Cyber Crime,2023-06-20 17:00:00,19.071808338487877,72.88870440128659,Office Zone,Zone 1
245,Hyderabad,Fraud,2023-02-07 10:00:00,17.386816131368793,78.47263843096458,Office Zone,Zone 2
246,Kolkata,Vandalism,2023-04-15 16:00:00,22.566441120183065,88.35083297599708,Home,Zone 2
247,Jaipur,Robbery,2023-03-11 11:00:00,26.92402680974279,75.80287328212223,Highway,Zone 4
248,Pune,Robbery,2023-05-05 18:00:00,18.50170797842024,73.86048617759837,Mall,Zone 4
249,Kolkata,Kidnapping,2023-12-07 12:00:00,22.584987015299202,88.36288484123706,Mall,Zone 3
250,Kolkata,Vandalism,2023-11-12 19:00:00,22.567118781310143,88.36259708092466,Mall,Zone 2
251,Lucknow,Robbery,2023-01-23 10:00:00,26.853653674957833,80.93439452930454,Office Zone,Zone 2
252,Delhi,Kidnapping,2023-05-18 10:00:00,28.705726556082986,77.0933882997576,Street,Zone 2
253,Lucknow,Vandalism,2023-02-08 15:00:00,26.84621267101497,80.92717352187829,Market,Zone 2
254,Delhi,Fraud,2023-03-29 19:00:00,28.723876227442386,77.08913017210251,Public Transport,Zone 1
255,Mumbai,Kidnapping,2023-04-23 00:00:00,19.071549112133084,72.8579134781516,Office Zone,Zone 2
256,Ahmedabad,Assault,2023-09-08 04:00:00,23.02354298658437,72.58005734745244,Highway,Zone 1
257,Delhi,Burglary,2023-06-22 14:00:00,28.69972455870628,77.11933705314708,Public Transport,Zone 3
258,Chennai,Vandalism,2023-10-16 09:00:00,13.097166602566526,80.259541763878,Street,Zone 4
259,Bengaluru,Assault,2023-12-12 00:00:00,12.969078416848943,77.58299245815945,Highway,Zone 2
260,Chennai,Cyber Crime,2023-10-20 07:00:00,13.094150120260784,80.27064551579245,School Area,Zone 2
261,Lucknow,Theft,2023-04-28 13:00:00,26.82950880813762,80.92634966518057,School Area,Zone 3
262,Bengaluru,Vandalism,2023-02-08 05:00:00,12.953845962493325,77.58198280836572,Street,Zone 4
263,Pune,Burglary,2023-07-10 07:00:00,18.54000216258767,73.83925089777779,Highway,Zone 1
264,Lucknow,Robbery,2023-07-02 05:00:00,26.836383500502787,80.93454375611581,Home,Zone 2
265,Ahmedabad,Cyber Crime,2023-04-02 00:00:00,23.017635658373326,72.5810446271823,Street,Zone 1
